date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:02:47	394813/394813	---M--	200	added ('OK')	application/pdf	etag:%226063d-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/34-Databases_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/34-Databases_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:49	668423/668423	---M--	200	added ('OK')	application/pdf	etag:%22a3307-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/32-Tables_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/32-Tables_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:50	347708/347708	---M--	200	added ('OK')	application/pdf	etag:%2254e3c-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/34-Databases_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/34-Databases_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:52	32705/32705	---M--	200	added ('OK')	text/html	etag:%227fc1-5b8419358ab00%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/articles/scheme-builtins.html	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/articles/scheme-builtins.html	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:53	150050/150050	---M--	200	added ('OK')	application/pdf	etag:%2224a22-5b8419236c040%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/disc/disc12.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/disc/disc12.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:53	34646/34646	---M--	200	added ('OK')	text/html	etag:%228756-5b8419358ab00%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/articles/scheme-spec.html	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/articles/scheme-spec.html	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:57	299843/299843	---M--	200	added ('OK')	application/pdf	etag:%2249343-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/30-Interpreters_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/30-Interpreters_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:02:57	340620/340620	---M--	200	added ('OK')	application/pdf	etag:%225328c-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/34-Databases_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/34-Databases_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:00	180078/180078	---M--	200	added ('OK')	application/pdf	etag:%222bf6e-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/30-Interpreters_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/30-Interpreters_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:01	188146/188146	---M--	200	added ('OK')	application/pdf	etag:%222def2-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/30-Interpreters_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/30-Interpreters_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:01	698852/698852	---M--	200	added ('OK')	application/pdf	etag:%22aa9e4-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/31-Declarative_Programming_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/31-Declarative_Programming_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:04	1379351/1379351	---M--	200	added ('OK')	application/pdf	etag:%22150c17-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/37-Final_Examples_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/37-Final_Examples_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:04	143651/143651	---M--	200	added ('OK')	application/pdf	etag:%2223123-5b84192cf56c0%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/disc/disc11.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/disc/disc11.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:07	183114/183114	---M--	200	added ('OK')	application/pdf	etag:%222cb4a-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/27-Scheme_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/27-Scheme_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:08	380471/380471	---M--	200	added ('OK')	application/pdf	etag:%225ce37-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/31-Declarative_Programming_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/31-Declarative_Programming_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:09	371492/371492	---M--	200	added ('OK')	application/pdf	etag:%225ab24-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/31-Declarative_Programming_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/31-Declarative_Programming_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:10	170805/170805	---M--	200	added ('OK')	application/pdf	etag:%2229b35-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/27-Scheme_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/27-Scheme_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:10	889760/889760	---M--	200	added ('OK')	application/pdf	etag:%22d93a0-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/27-Scheme_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/27-Scheme_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:13	182922/182922	---M--	200	added ('OK')	application/pdf	etag:%222ca8a-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/28-Exceptions_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/28-Exceptions_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:14	175582/175582	---M--	200	added ('OK')	application/pdf	etag:%222adde-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/28-Exceptions_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/28-Exceptions_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:16	315092/315092	---M--	200	added ('OK')	application/pdf	etag:%224ced4-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/29-Calculator_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/29-Calculator_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:16	7367/7367	---M--	200	added ('OK')	application/zip	etag:%221cc7-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/29.zip	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/29.zip	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:16	151795/151795	---M--	200	added ('OK')	application/pdf	etag:%22250f3-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/29-Calculator_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/29-Calculator_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:17	124223/124223	---M--	200	added ('OK')	application/pdf	etag:%221e53f-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/29-Calculator_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/29-Calculator_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:19	169819/169819	---M--	200	added ('OK')	application/pdf	etag:%222975b-5b84192cf56c0%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/disc/disc10.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/disc/disc10.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:20	492755/492755	---M--	200	added ('OK')	application/pdf	etag:%22784d3-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/28-Exceptions_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/28-Exceptions_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:25	511960/511960	---M--	200	added ('OK')	application/pdf	etag:%227cfd8-5b8418c6ea600%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/pdfs/61a-mt2-study-guide.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/pdfs/61a-mt2-study-guide.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:44	1002684/1002684	---M--	200	added ('OK')	application/pdf	etag:%22f4cbc-5b8418c6ea600%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/pdfs/61a-mt1-study-guide.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/pdfs/61a-mt1-study-guide.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:48	118320/118320	---M--	200	added ('OK')	text/html	etag:%221ce30-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/22.ipynb	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/22.html	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:48	1822259/1822259	---M--	200	added ('OK')	application/pdf	etag:%221bce33-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/22-Efficiency_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/22-Efficiency_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:54	101695/101695	---M--	200	added ('OK')	application/pdf	etag:%2218d3f-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/23-Decomposition_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/23-Decomposition_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:54	354710/354710	---M--	200	added ('OK')	application/pdf	etag:%2256996-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/23-Decomposition_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/23-Decomposition_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:03:59	95281/95281	---M--	200	added ('OK')	application/pdf	etag:%2217431-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/23-Decomposition_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/23-Decomposition_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:08	507341/507341	---M--	200	added ('OK')	application/pdf	etag:%227bdcd-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/24-Data_Examples_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/24-Data_Examples_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:11	78766/78766	---M--	200	added ('OK')	application/pdf	etag:%22133ae-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/24-Data_Examples_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/24-Data_Examples_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:14	75044/75044	---M--	200	added ('OK')	application/pdf	etag:%2212524-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/24-Data_Examples_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/24-Data_Examples_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:18	153555/153555	---M--	200	added ('OK')	application/pdf	etag:%22257d3-5b8419208f980%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/disc/disc08.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/disc/disc08.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:18	1832479/1832479	---M--	200	added ('OK')	application/pdf	etag:%221bf61f-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/22-Efficiency_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/22-Efficiency_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:18	2828480/2828480	---M--	200	added ('OK')	application/pdf	etag:%222b28c0-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/22-Efficiency_full.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/22-Efficiency_full.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:20	119858/119858	---M--	200	added ('OK')	application/pdf	etag:%221d432-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/19-Inheritance_1pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/19-Inheritance_1pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
19:04:23	106082/106082	---M--	200	added ('OK')	application/pdf	etag:%2219e62-5b8418c7de840%22	https://inst.eecs.berkeley.edu/~cs61a/fa20/assets/slides/19-Inheritance_8pp.pdf	E:/My%20Websites/cs61a/inst.eecs.berkeley.edu/_cs61a/fa20/assets/slides/19-Inheritance_8pp.pdf	(from https://inst.eecs.berkeley.edu/~cs61a/fa20/)
